The Savage Detectives:(-)A Novel	1620.5348959494538,1430.4544154128137
Netherland	1745.5483909969228,1566.427718043305
Testimony: A(-)Novel	1695.188081967367,970.8488061278674
Couldn't Keep It to Myself:  Wally Lamb(-)and the Women of York Correctional Institution	1527.588918790839,804.1006489451927
I Know This Much Is(-)True: A Novel	1586.751730225446,826.2261309060873
Interpreter of(-)Maladies	2102.0239129144356,1220.49394991658
Olive Kitteridge:(-)Fiction	1907.578731172317,1132.5385762055064
The Art of Racing(-)in the Rain	1925.29660770706,1772.209535389024
Dewey: The Small-Town Library Cat(-)Who Touched the World	1946.6748015695478,2016.5771462434857
Love: A(-)Novel	1088.5921832903182,1598.933897781472
Jazz	844.703168908148,1671.9225812277211
Tar Baby	1032.8193507615208,1579.2504870280852
In Our(-)Time	642.4631568836281,1875.8091882300912
Quicksand and(-)Passing	508.2662174979447,1904.9780160048006
Zora Neale Hurston: A(-)Life in Letters	538.7207676470649,1617.0908826303246
Julius Caesar(-)	2005.544341847948,1910.294097147375
Romeo &(-)Juliet	1973.6784389082034,2038.8302333805166
A Midsummer Night's(-)Dream	2219.464554228562,1872.7403288978705
Macbeth	2259.5096614117037,2102.9104743114576
The Tempest(-)	2214.2997695209383,1904.9920349790034
Hamlet_	1842.6009685806562,1994.9155791168826
A Midsummer Night's(-)Dream_	1740.1845348613092,1885.4507285366005
Spark Notes No Fear(-)Shakespeare Othello	2049.876875380246,1930.4388027430582
Once There Was a(-)War	433.2076764658709,1062.6102143163123
To a God(-)Unknown	447.8940767227307,896.668021235061
The Double and(-)The Gambler	1842.4508789889248,1405.8940052451082
The Adolescent	2059.1613800659125,1314.9441229421561
The Myth of Sisyphus:(-)And Other Essays	1322.1043292340805,2758.4713127171335
The Plague	1225.633762179282,2661.0006540921895
Siddhartha	1979.0255455151548,2494.9642811499907
The Fall	1302.5660005823697,2670.4648934566503
Jane Eyre(-)	1819.6255955065374,2251.9399545514398
Wuthering Heights(-)	2156.6520761922557,2131.222759650609
The Awakening	1302.5218370137297,1940.5589036874774
World Without(-)End	2197.0382016757762,579.7132061757738
A Dangerous(-)Fortune	2233.628615839416,357.82361108591977
Eye of(-)the Needle	2107.852728491788,461.4445300985438
The Key(-)to Rebecca	2273.622715602352,557.4533802244073
Choose To Be Happy: A(-)Guide to Total Happiness	1301.7000843651201,1553.9409555997363
Pilgrims	1429.3257590130775,1410.098970118782
Stern Men	1459.7659273340419,1379.8295824244396
The Last(-)American Man	1383.138056697625,1331.7296210245604
The Unbearable Lightness of(-)Being: A Novel	1370.8307707542497,1834.32896345751
Collected Stories	1322.9732086867173,1321.1472168595972
Memories of My(-)Melancholy Whores	1330.6168599393973,1320.0713873779198
Chronicle of a(-)Death Foretold	1491.8147349692472,1622.9487537226864
Water for Elephants:(-)A Novel	1974.0760140419582,1491.5886697312476
The Virgin Suicides:(-)A Novel	900.911264945192,1897.9674403069967
The Glass Castle:(-)A Memoir	1768.1019216866453,1534.9069447182405
The Other Boleyn(-)Girl	2501.8724596078937,1328.8990856036025
On Chesil(-)Beach	2202.7595623572897,1162.5093150264065
No Country for Old(-)Men	1621.7222573589174,2583.5038375064896
Nausea	1245.2532419992208,2907.466296307468
Being And(-)Nothingness	1620.7339568480336,2945.8590469505625
Things Fall(-)Apart	1786.3125533945517,2198.6642774274133
All Quiet on the(-)Western Front	1862.312418382466,2064.812542836845
Rosencrantz and Guildenstern(-)Are Dead	1887.084089591359,2134.6207783329455
Othello	2452.35820227896,1951.3139970649613
King Lear_(-)	1990.5750728238231,1891.3537074925696
Beowulf	2391.0747922844976,2465.205007073697
Fool for Love and(-)Other Plays	1039.3545807097141,411.89402013913826
August: Osage(-)County	1230.435077458316,226.7990967398946
The Clean House and(-)Other Plays	1252.695609996941,129.7231216502109
Speed-the-Plow	1194.524211968307,522.4732829568227
Topdog/underdog	1213.1954088145544,697.95009114106
Drown	1856.9109247932545,1311.838122865488
Out Stealing Horses:(-)A Novel	2038.8840222516137,1032.2812263588978
The Girl Who Played(-)with Fire	1859.3719161814847,837.8696445022648
The Brass Verdict:(-)A Novel	1894.7061319329941,428.59139062203974
A Fraction of(-)the Whole	1664.2920963759154,1052.7031478467154
The Secret(-)Scripture	1646.2266522806972,1211.9497189399895
The Northern(-)Clemency	1828.041236387478,1179.732031166124
Loving Frank:(-)A Novel	1915.207674127384,1184.0527116285523
The Help	1683.2627324008552,909.3665232724944
Then We Came to(-)the End: A Novel	1630.9866901265127,1467.736477372866
Tree of Smoke:(-)A Novel	1788.3860701803787,947.4236515407049
Lush Life:(-)A Novel	1867.2355432865234,1406.2882949619302
Handle with Care:(-)A Novel	1732.696314314887,828.3608372850649
The Associate	1771.6485458640846,664.4409181280099
I'll Fly Away: Further Testimonies from(-)the Women of York Prison	1488.5403183085857,933.7509334174734
She's Come(-)Undone	1439.2136907664042,703.9664845394925
Sickened: The True Story(-)of a Lost Childhood	1478.7242117221388,829.9060557700725
Drowning Ruth: A(-)Novel	1561.8369844763963,583.9032296836355
Black and(-)Blue	1600.08844165836,784.2534717623464
The Namesake:(-)A Novel	2197.9248165474414,1214.5339814207152
The God of Small(-)Things: A Novel	2138.5135413354806,1473.9716608212893
A Fine(-)Balance	2098.109179806367,1208.6346199065024
The Elegance of(-)the Hedgehog	2006.8786067894873,949.9000712359006
Merle's Door: Lessons from(-)a Freethinking Dog	1777.825969280785,1921.6228718127106
Amazing Gracie: A(-)Dog's Tale	1870.3257157110957,2395.4789040358028
Wesley the Owl: The Remarkable Love Story(-)of an Owl and His Girl	1872.4637333660014,1628.2595485246989
Alex & Me: How a Scientist and a Parrot Uncovered a Hidden(-)World of Animal Intelligence--and Formed a Deep Bond in the Process	1873.531101377254,1763.1973371356405
Letter to(-)My Daughter	1576.3453301545176,1799.5893057117667
The Bluest(-)Eye	1007.1276687921759,1682.5106807591285
Cultural Contexts for Ralph Ellison's Invisible(-)Man: A Bedford Documentary Companion	662.0530140744333,2444.825543382627
Spark Notes(-)Invisible Man	727.3505222753134,1982.5938901325987
A Farewell(-)To Arms	716.5154825348399,1549.49936765431
The Sun(-)Also Rises	1029.6199485890374,1605.4455124701938
Cane	528.0142100872007,2065.334172205273
Plum Bun: A Novel(-)Without a Moral	495.81859160443764,1880.6389158209022
Wrapped in Rainbows: The Life of(-)Zora Neale Hurston	254.4019938221697,1505.84470697339
Every Tongue Got to Confess: Negro(-)Folk-tales from the Gulf States	428.62025036280045,1407.4956874731567
The Complete(-)Stories	238.08788608727082,1711.7069166974845
Zora Neale Hurston : Folklore, Memoirs, and Other Writings : Mules and(-)Men, Tell My Horse, Dust Tracks on a Road, Selected Articles	612.4178043402623,1506.5452839836257
Dust Tracks on a(-)Road: An Autobiography	312.2136630222081,1584.3032341313162
The Odyssey: The(-)Fitzgerald Translation	2506.171588118014,2782.4934608594904
The Iliad(-)	2507.027855735946,2924.2507007855556
The Aeneid(-)	2490.728980099197,3079.287839673293
Mythology	1812.813881759595,2777.566606369708
The Three Theban(-)Plays	2736.63084687537,2925.0741185266834
The Moon(-)Is Down	519.0849001645493,1408.7121735238545
The Pastures of(-)Heaven	405.9489043646239,960.0274375602061
The Rest Is Noise: Listening(-)to the Twentieth Century	1352.6724002649487,1824.1410618276102
The Rebel: An Essay(-)on Man in Revolt	1271.66100951918,2708.9489371734717
The Alchemist	3068.0858550728494,1408.2963024340836
Steppenwolf: A(-)Novel	1624.9291763362653,2952.1881452204007
Narcissus and(-)Goldmund	1692.575460451072,3036.826437657698
Pride and(-)Prejudice	1962.308965918316,2485.10891289501
Wide Sargasso Sea:(-)A Novel	1657.718667204386,1861.2602193170835
Emma	1777.9479213902237,2456.908627519866
Great Expectations(-)	2073.574858782243,2257.86217336144
Favorite Jane Austen Novels: Pride and Prejudice,(-)Sense and Sensibility and Persuasion	2231.848577915894,2171.8945389195624
The Host:(-)A Novel	2694.4854372040445,1562.053300942854
The Eternal Husband and(-)Other Stories	1892.090627645467,1396.2670399620897
Stone Cold	2079.4500064178214,463.6918115801459
People of the Book:(-)A Novel	2048.2608448040087,871.8826739014307
Playing for(-)Pizza	2040.4622378310878,478.04637368679903
A Place(-)Called Freedom	2356.6480666684024,408.86445471810066
Night Over(-)Water	2290.7125864995987,364.2175525722701
The Man From(-)St. Petersburg	2264.899695600328,563.764665481445
On My Own: The Art of(-)Being a Woman Alone	1321.3045553912689,1678.4697958668567
A New Earth: Awakening to(-)Your Life's Purpose	1298.9332492666806,1637.0381205480096
Happy for No Reason: 7 Steps to(-)Being Happy from the Inside Out	1333.2112027400751,1653.0761680383578
The Self-esteem Companion: Simple Exercises to Help You Challenge(-)Your Inner Critic & Celebrate Your Personal Strengths	1290.5757620317922,1667.9402070451615
Three Cups of Tea: One Man's Mission to Promote Peace(-). . . One School at a Time	1598.9456813802417,1292.075185667959
A Writer's Workbook: Daily Exercises(-)for the Writing Life	1213.102980426148,1467.6828062118398
Stern Men:(-)A Novel	1521.911448286017,1248.3281280173924
Still Life with Chickens: Starting Over(-)in a House by the Sea	1525.2880811311752,1118.7240524464985
Into the(-)Wild	1373.5701623850446,1383.790219408864
The Book of Laughter(-)and Forgetting	1476.0795370568635,1852.3115100260536
A Heartbreaking Work of(-)Staggering Genius	1434.72608610773,1866.5233674167182
The Unbearable Lightness of(-)Being	1397.4146123547687,1829.9949607867534
Of Love and Other(-)Demons	1194.4213123750233,1382.8885714094088
The Autumn of the(-)Patriarch	1325.949850117811,1186.617216951856
Snow Flower and the(-)Secret Fan: A Novel	2029.3422232971354,1353.7133244192246
Suite Francaise	2096.5465213323682,1511.5176948883109
The Thirteenth Tale:(-)A Novel	1913.9439230579885,1323.303034246307
The Memory(-)Keeper's Daughter	1843.2820488185223,1507.4634989129315
Girl, Interrupted	788.605565874987,1894.4620851346165
The Bell(-)Jar	684.5597550535248,1909.4992402681876
The Virgin(-)Suicides	904.7983642884853,1950.7346428632366
Prozac Nation(-)	676.301734917849,2038.9539346348317
The Perks of Being(-)a Wallflower	919.6125617117507,1968.2597941596441
The Constant(-)Princess	2651.8143320563277,1001.767041305661
The Queen's Fool: A(-)Novel	2734.865456682116,1035.3146970606958
The Virgin's(-)Lover	2754.187689557751,1233.2790282668748
The Six Wives of(-)Henry VIII	2552.1097814164445,1299.558509283496
Katherine	2578.1500190817446,1182.8254519992845
The Gathering(-)	1938.7270916244267,953.6702616831241
Divisadero	2203.1208885982937,1185.4379860562312
Bridge of Sighs: A(-)Novel	2077.623678910703,805.7252410898247
Blood Meridian: Or the Evening(-)Redness in the West	1402.8499132287156,2727.2380132746266
All the(-)Pretty Horses	1490.5865460772984,2576.0772711950895
The Border Trilogy: All the Pretty Horses, the(-)Crossing, Cities of the Plain	1502.420951748707,2759.6327881633624
Oil!	1601.4155547503312,2480.8749897690514
Suttree	1574.2688339583096,2724.7438108918086
Being and(-)Time	1656.7274167073065,3241.0456367186653
Existentialism And Human(-)Emotions	1452.714798347438,2751.844099902578
Wiesel's Night(-)	1623.1687990662754,2274.2400547583193
Chinua Achebe's Things Fall(-)Apart	1828.4476573362676,2163.166302715218
Achebe's Things Fall Apart:(-)A Reader's Guide	1823.6339610164255,2285.0493712433426
Spark Notes Things(-)Fall Apart	1733.8973318274684,1939.5050406233802
Chinua Achebe's Things Fall(-)Apart: A Casebook	1773.7175364928257,2340.806792299415
One Day in the Life(-)of Ivan Denisovich	2790.7195463217063,1971.6880499192966
Rosencrantz & Guildenstern(-)Are Dead	1857.4531310509176,2141.1025038978687
Grendel	2036.324944165532,2219.082212048149
King Lear(-)	2256.7085151162664,1924.9779670009511
The Merchant of(-)Venice	2252.054592240054,1804.2641537759623
Macbeth_	1765.783505051652,2033.6836822996886
The Tempest_(-)	1714.1075535304715,1899.120289955433
Henry IV, Part(-)1	2379.8867032741773,1858.9320401410064
13 by Shanley: Thirteen(-)Plays	1096.5290482956595,304.99699136289803
Angels in America:  A Gay Fantasia on National Themes:(-)Part One: Millennium Approaches Part Two:  Perestroika	1037.6829514531682,902.3088394630639
Doubt	1332.436631945314,328.2902478491178
The Seafarer	1315.7767918698685,201.32756133556887
Rock 'n' Roll: A(-)New Play	1277.0052520921236,30.0
Dead Man's(-)Cell Phone	1234.0662469260687,77.48536855873284
Rabbit Hole	1380.554002297726,72.30380040730543
Sarah Kane:(-)Complete Plays	1149.7054164011672,177.98702185867748
Oleanna	1139.0191894291697,711.8764942514039
Sexual Perversity in Chicago and the(-)Duck Variations: Two Plays	1106.2456430587977,576.8229923952136
How I Learned(-)to Drive	1328.2018738264107,415.46315146150863
Anna In(-)The Tropics	1235.4047019342975,450.11443929127756
Down These(-)Mean Streets	1618.5175795407677,1474.1791705861203
The Lost(-)Symbol	1871.1581648098918,715.102401889897
The Scarecrow	1902.4419762046439,695.2101359746382
The Gate(-)House	1738.8884352926545,312.0143289573857
Heat Lightning(-)	1916.861008758641,234.19198294633117
Extreme Measures: A(-)Thriller	1897.788940266861,448.834083432983
Bones	2042.6177041977992,398.1573346878913
The Book(-)Thief	2009.635489994975,1107.2953480238027
Man Gone Down:(-)A Novel	1855.727947164844,1162.4741511140844
Little Heathens: Hard Times and High Spirits on(-)an Iowa Farm During the Great Depression	1587.787797877675,1053.9839421548584
The Kite(-)Runner	2384.0857909413157,1381.6490055999448
Midnight's Children:(-)A Novel	2402.214665069731,1292.2966755157786
Rescuing Sprite: A Dog Lover's Story(-)of Joy and Anguish	2225.027274885117,3391.161121757861
Ralph Ellison's Invisible Man:(-)A Casebook	471.66140152342143,2252.505945821803
Ralph Ellison: A(-)Biography	665.4568595174662,2149.8107912812147
New Essays on Invisible(-)Man	582.5617981299856,2294.8737572880646
A Historical Guide to(-)Ralph Ellison	508.09649060149525,2364.1336888146716
Spark Notes The Grapes(-)of Wrath	687.1592283752145,1723.6342866914963
The Old Man and(-)The Sea	781.4903401744594,1487.6793529042454
For Whom the(-)Bell Tolls	605.1164387841862,1484.8565451028414
A Moveable(-)Feast	755.3686596947073,1378.395560072198
The Portable Harlem Renaissance(-)Reader	461.15813067543615,1843.489403811161
Passing:	784.1588388503585,1946.7202375624383
Home To(-)Harlem	284.13135615047236,1923.9148442487394
The Blacker the(-)Berry	543.4123419026353,1877.2927042570507
I Love Myself When I Am Laughing... And(-)Then Again: A Zora Neale Hurston Reader	266.253425167035,1737.720312022938
Zora Neale Hurston: A(-)Literary Biography	192.822978838603,1548.6960727818423
Mules and(-)Men	287.00800629709363,1619.8824409930414
Zora Neale Hurston : Novels and Stories : Jonah's Gourd Vine / Their Eyes Were Watching(-)God / Moses, Man of the Mountain / Seraph on the Suwanee / Selected Stories	327.3320216979188,1637.6766249752297
Tell My Horse: Voodoo and Life(-)in Haiti and Jamaica	432.4880953223182,1586.206576131489
The Iliad(-)of Homer	2646.4317352175976,3286.7828712892015
Twelfth Night_(-)	1734.6100807908927,1972.1683951444934
The Canterbury(-)Tales	2710.8401340962873,2650.0799342202044
Olivier Messiaen: Quartet for(-)the End of Time	1423.4158091350084,1745.5374158026873
The Nine: Inside the Secret World(-)of the Supreme Court	1333.7372741774445,1216.3345327122488
This Is Your Brain on Music:(-)The Science of a Human Obsession	1185.7060475634116,2284.4492453586163
Resistance, Rebellion, and(-)Death: Essays	1279.225047017671,2678.0235678360814
Warrior of the Light:(-)A Manual	3336.2376410922857,1084.0403748680194
The Pilgrimage(-)	3378.586375494517,1081.3367826721412
By the River Piedra I Sat Down and(-)Wept: A Novel of Forgiveness	3293.617209240006,997.7676944462553
The Witch of Portobello:(-)A Novel	3116.404168907542,1009.5245722501661
Veronika Decides to Die: A(-)Novel of Redemption	3389.73692496831,1072.4079111223107
The Glass Bead(-)Game:	1708.8052041452638,3165.763799138662
Demian	1552.3170322676572,2991.246122496942
Narcissus and Goldmund:(-)A Novel	1807.3290843008583,3028.654821770986
The Journey to(-)the East	1640.763662416281,3611.4995678838623
Beneath the(-)Wheel	1627.1661062354574,3078.481658481168
Pride &(-)Prejudice	2178.9251646701578,2362.542767230714
Sense and(-)Sensibility	1657.8861136565256,2633.3222563864947
Persuasion	1749.5290579109592,2508.836048740003
Bronte's Wuthering(-)Heights	1803.9248861915291,2644.1458840851546
A Tale of Two(-)Cities	2104.203500715685,2390.480889434204
CliffsNotes Jane(-)Eyre	1790.9390892968354,2449.743629440378
A Passage(-)to India	2075.7337511724504,1826.2678313629974
White Teeth:(-)A Novel	1958.046456081742,1724.1611121803383
Northanger Abbey(-)	1686.600091519772,2612.553788288764
Mansfield Park(-)	1637.6691438953087,2757.126231364501
Oliver Twist(-)	2059.759252648549,2202.125536918931
Twilight	2755.9942503737643,1685.988927936058
Pride and Prejudice -(-)The Special Edition	2262.4207312620906,2219.376167030189
The Twilight Saga: The(-)Official Guide	2978.0101793280755,1260.4648515908061
Marked	3290.2012342336925,1379.875141368425
Twilight Soundtrack	2883.6404886913997,1250.6296995117293
Twilight: The Complete Illustrated(-)Movie Companion	2838.795384287372,1348.0177494970133
Betrayed	3210.572238985839,1307.7730184779755
Run: A(-)Novel	1893.1321697253231,864.6945657528647
The Maytrees:(-)A Novel	2167.966820254634,887.0684951276858
Heidegger's Being And Time:(-)A Reader's Guide	1534.2798507538384,3251.6375293171677
Phenomenology of(-)Perception	1547.9115177807428,3169.4043474902055
Introduction to(-)Metaphysics	1593.3423533135224,3239.923442756567
Phenomenology of(-)Spirit	2205.5902334802113,3100.880037037319
Basic Writings	1576.1842104637526,3299.593334399231
The Ethics(-)Of Ambiguity	1422.7276309192814,2982.4950687494884
The Gulag Archipelago Volume 1: An(-)Experiment in Literary Investigation	3177.9417652869356,1699.640899040057
Cancer Ward	3172.5613649636184,1592.4014213942512
The Master(-)and Margarita	2434.119190174747,1547.080914688093
Beowulf: A New Verse(-)Translation	2552.9986367688757,2537.007501356098
Twelfth Night(-)	2207.6439913679337,1672.0777789575554
The Winter's(-)Tale	2457.966664985783,2020.8282425414434
Twelfth Night: or, What(-)You Will	2408.0386591599135,1853.441552970667
The Taming of the(-)Shrew	2277.53407497013,1821.3436084330815
Manchild in the(-)Promised Land	1302.541821043228,1739.1186213801554
Bodega Dreams:(-)A Novel	2017.1419243470953,1513.4768526096516
Dreaming in(-)Cuban	2033.0494708482936,1217.8810175510448
How the Garcia Girls(-)Lost Their Accents	1853.1337532345276,1365.41759254253
The Boy In the(-)Striped Pajamas	1799.2859977591906,993.5763435535146
I Am(-)the Messenger	2012.83853820432,1050.1019032487322
A Thousand(-)Splendid Suns	2379.486407347165,1693.8873267179542
The Satanic Verses:(-)A Novel	2513.4608385634087,1166.0476963078643
The Moor's(-)Last Sigh	2480.3035142711765,976.6572385271083
Liberty and Tyranny: A(-)Conservative Manifesto	2490.7065547518637,3966.1341191596057
My Grandfather's Son:(-)A Memoir	2252.1716567412363,3800.629015986944
Men in Black: How the Supreme(-)Court Is Destroying America	2317.7307135496476,3701.544819727328
An Inconvenient Book: Real Solutions to(-)the World's Biggest Problems	2318.3544533729887,3802.282129066909
The Christmas(-)Sweater	2282.6014445278097,3415.8239987708657
The Collected Essays of(-)Ralph Ellison	542.2942031099587,2220.7289723237636
The Cambridge Companion to(-)Ralph Ellison	465.04371464092947,2478.6602341486705
Juneteenth: A(-)Novel	570.890221358592,2148.20126858041
Flying Home: and(-)Other Stories	517.8012500728368,2175.6980304417575
Ralph Ellison: Emergence(-)of Genius	320.92325890769183,2436.2694936112557
Steinbeck's the Grapes of(-)Wrath	796.7485103497929,1612.4872001009205
Spark Notes The(-)Great Gatsby	717.2241982698442,1673.5377025320083
Brave New World and(-)Brave New World Revisited	1524.9091498154764,2076.657447980385
Frankenstein	2012.2462909354008,2452.9091943397816
The Complete Short Stories of Ernest(-)Hemingway: The Finca Vigia Edition	588.8396524134995,1303.3156337670416
To Have and(-)Have Not	706.9334764982905,1464.7554465105343
The Oresteia: Agamemnon; The Libation(-)Bearers; The Eumenides	2420.540748059124,3078.832913150719
The Histories(-)	2266.559121755324,3295.9731459697387
The Divine(-)Comedy	2760.515802797194,2961.0924374877222
The Inferno(-)	3126.684409911659,2992.232129408909
Livy: The Early History of(-)Rome, Books I-V	1873.0559654273986,3464.444305444954
The Annals of Imperial(-)Rome	2218.8647894263763,3419.0437357276332
Metamorphoses	2714.1337184143067,3011.7767470089
The Epic of Gilgamesh: An English(-)Verison with an Introduction	2601.556194613182,2666.705571951654
Theogony, Works and(-)Days	2534.1434049925974,3119.807552256869
Mythology: Timeless Tales of(-)Gods and Heroes	2059.521510182538,3148.2151483441066
How to Read Literature Like a Professor: A Lively(-)and Entertaining Guide to Reading Between the Lines	1700.7234406807365,2432.9456730907596
Plato: Republic	3261.639380861379,3324.2115763002657
The Trial and Death(-)of Socrates	3245.476400125069,2788.010072492413
The Odyssey(-)of Homer	2559.0388146159466,3476.014942204697
Aeschylus I: Oresteia: Agamemnon, The Libation(-)Bearers, The Eumenides	2603.5286652371365,3456.9231487287198
Sophocles I: Oedipus The King, Oedipus(-)at Colonus, Antigone	2833.459396910476,3548.8083608313273
The History of the Peloponnesian(-)War: Revised Edition	2605.6315961371706,3489.0105716593853
Legacy of Ashes: The(-)History of the CIA	1501.9408746068705,1013.7865940849874
The Age of Turbulence: Adventures(-)in a New World	1454.9563204959265,1237.122755561925
The Coldest Winter: America(-)and the Korean War	1352.127560917789,1053.4042597034374
The Brethren: Inside the(-)Supreme Court	1427.2431990302762,1271.732088587768
American Creation: Triumphs and Tragedies in(-)the Founding of the Republic	1392.9699698359448,1238.9315265322548
