The Savage Detectives:(-)A Novel	2296.1009545105176,1838.558351827262
Netherland	1739.0610791755341,2048.302569887432
Testimony: A(-)Novel	2057.1362095253753,1596.129887334947
Couldn't Keep It to Myself:  Wally Lamb(-)and the Women of York Correctional Institution	1598.2503998942036,2320.970633147078
I Know This Much Is(-)True: A Novel	1461.6745581651319,2206.418115273553
Interpreter of(-)Maladies	2236.091801193091,1847.8606595856395
Olive Kitteridge:(-)Fiction	2203.8903933278366,1579.6972831616667
The Art of Racing(-)in the Rain	2308.840783268551,2103.891000981281
Dewey: The Small-Town Library Cat(-)Who Touched the World	2277.7073556553823,2320.4057166952657
Love: A(-)Novel	1235.7287189305187,1387.7206410213312
Jazz	1120.3689971365134,1315.0703653020619
Tar Baby	1273.0906989252987,1151.3786061778023
In Our(-)Time	1217.2650319562993,930.7470787263125
Quicksand and(-)Passing	980.6315091386004,777.6604882401438
Zora Neale Hurston: A(-)Life in Letters	879.0012633559436,626.2305014286488
Julius Caesar(-)	1681.8784297053217,1131.7463389220375
Romeo &(-)Juliet	1865.8769876602541,1368.6231295451794
A Midsummer Night's(-)Dream	1893.5029841910937,1340.2969096887477
Macbeth	2271.8936580542586,1416.6148584448715
The Tempest(-)	1726.6050865353525,1220.1954461676478
Hamlet_	1591.0199250602031,1199.1981966070016
A Midsummer Night's(-)Dream_	1524.7517524036748,1395.2745948939446
Spark Notes No Fear(-)Shakespeare Othello	1674.9277180610445,1398.544507694582
Once There Was a(-)War	1140.8428805509175,281.28759447436664
To a God(-)Unknown	1250.3410344042472,76.19680271270771
The Double and(-)The Gambler	2429.8974118877677,943.7412003178301
The Adolescent	2421.763499297113,1009.3140505610428
The Myth of Sisyphus:(-)And Other Essays	1047.8479170177575,2157.0763074432107
The Plague	997.952437097734,2087.5931756273485
Siddhartha	1216.4258182273659,2210.746958782236
The Fall	1038.9533288964037,2106.758692671014
Jane Eyre(-)	2697.572729496769,1225.5161562405929
Wuthering Heights(-)	2934.2541557998825,1137.8567098620397
The Awakening	1556.012649606638,1135.925889577013
World Without(-)End	2406.647357898061,474.6399236951846
A Dangerous(-)Fortune	2537.433855669194,88.59090209819814
Eye of(-)the Needle	2349.100456655029,178.5521822046912
The Key(-)to Rebecca	2444.4428278760747,273.6862003146316
Choose To Be Happy: A(-)Guide to Total Happiness	2761.592327648942,746.0853893411621
Pilgrims	2680.3632947811343,927.2539297908828
Stern Men	2678.3530440340537,1025.9088542809195
The Last(-)American Man	2688.927512121808,1075.0129204885588
The Unbearable Lightness of(-)Being: A Novel	1626.4515321286062,1192.6707266955596
Collected Stories	1936.6681061309587,754.1421534556458
Memories of My(-)Melancholy Whores	1909.3289011910665,816.9524268309721
Chronicle of a(-)Death Foretold	1882.8900538342273,1169.5797651322328
Water for Elephants:(-)A Novel	2703.0703004510547,902.5732628968454
The Virgin Suicides:(-)A Novel	2086.7783608508853,629.5091816729877
The Glass Castle:(-)A Memoir	2474.653256779248,790.1150854303527
The Other Boleyn(-)Girl	917.6088728972801,1714.0219927068229
On Chesil(-)Beach	2236.609760398534,1348.6604583767748
No Country for Old(-)Men	761.680370706595,1168.238617063601
Nausea	1108.8438264953704,2284.8679372143124
Being And(-)Nothingness	1424.0126714595579,2453.826239218511
Things Fall(-)Apart	1543.4125349540047,1880.8967322338049
All Quiet on the(-)Western Front	1886.0804493901285,2014.6694287056775
Rosencrantz and Guildenstern(-)Are Dead	1862.8821279133963,1572.7519469614072
Othello	1741.4249661747215,1294.7130460579751
King Lear_(-)	1520.736722414037,1212.106835843334
Beowulf	2617.9494691855293,1630.5716502371915
Fool for Love and(-)Other Plays	1004.436874070443,1760.384802202872
August: Osage(-)County	1109.5219596579304,1713.2463707532916
The Clean House and(-)Other Plays	1198.2194753465446,1670.8339461882633
Speed-the-Plow	874.8914501532173,1821.0748102595967
Topdog/underdog	1198.1419683308325,1510.3778692277929
Drown	2066.2582403370197,1593.9142226290728
Out Stealing Horses:(-)A Novel	2374.6518611468846,1666.2378390700974
The Girl Who Played(-)with Fire	1975.3158336462172,1813.081280022221
The Brass Verdict:(-)A Novel	1519.2735087498477,1703.3345346163142
A Fraction of(-)the Whole	2171.2925828479715,1869.5972449816823
The Secret(-)Scripture	2138.599194905059,1722.0334029772152
The Northern(-)Clemency	2062.01644916236,1732.649283695359
Loving Frank:(-)A Novel	2371.56156121525,1213.2666614823356
The Help	2259.7702159656783,1463.1664466097718
Then We Came to(-)the End: A Novel	2522.9074058284364,1943.8835212147815
Tree of Smoke:(-)A Novel	2395.511773211315,1787.7717264476332
Lush Life:(-)A Novel	1882.9051729594087,2033.749683535838
Handle with Care:(-)A Novel	2216.947982121124,1331.1779457201173
The Associate	2104.0948328213804,1244.0588031838897
I'll Fly Away: Further Testimonies from(-)the Women of York Prison	1646.8114150611711,2225.8498735513544
She's Come(-)Undone	1452.490250569779,2283.8076998475544
Sickened: The True Story(-)of a Lost Childhood	1562.685968603763,2329.8610818372304
Drowning Ruth: A(-)Novel	1317.1603820840678,2330.2482592740257
Black and(-)Blue	1300.9311856626418,2307.9106678352314
The Namesake:(-)A Novel	2324.4986323702155,1496.3133401558493
The God of Small(-)Things: A Novel	2033.1076378776263,1909.6666493394296
A Fine(-)Balance	2310.1285978550695,1820.324754325478
The Elegance of(-)the Hedgehog	2241.6064624985074,1567.7982631017035
Merle's Door: Lessons from(-)a Freethinking Dog	2183.4298077155668,2316.2590447291004
Amazing Gracie: A(-)Dog's Tale	2251.364655404273,2465.6169388442
Wesley the Owl: The Remarkable Love Story(-)of an Owl and His Girl	2343.2824615517916,2041.6818449976336
Alex & Me: How a Scientist and a Parrot Uncovered a Hidden(-)World of Animal Intelligence--and Formed a Deep Bond in the Process	2160.1717943772956,2141.0196383714874
Letter to(-)My Daughter	1970.1050311683932,1882.8408420886121
The Bluest(-)Eye	1284.9736784097574,1145.7776837978258
Cultural Contexts for Ralph Ellison's Invisible(-)Man: A Bedford Documentary Companion	977.6821148997693,1168.4061343132962
Spark Notes(-)Invisible Man	1240.6652520579878,965.4131142638133
A Farewell(-)To Arms	1650.4745051689472,702.1563187757893
The Sun(-)Also Rises	1767.020414058465,930.7927764349732
Cane	1038.445559274237,957.0139552259498
Plum Bun: A Novel(-)Without a Moral	1144.1523851339107,770.1430297037062
Wrapped in Rainbows: The Life of(-)Zora Neale Hurston	769.6711853745741,676.0427474188444
Every Tongue Got to Confess: Negro(-)Folk-tales from the Gulf States	786.7063184661527,801.8620766078202
The Complete(-)Stories	859.7277441512916,827.390454059814
Zora Neale Hurston : Folklore, Memoirs, and Other Writings : Mules and(-)Men, Tell My Horse, Dust Tracks on a Road, Selected Articles	1029.7889149802734,1033.959574576776
Dust Tracks on a(-)Road: An Autobiography	798.7662035295637,687.2729989328512
The Odyssey: The(-)Fitzgerald Translation	3025.30217044388,1632.3816674204854
The Iliad(-)	3592.754145893939,1769.734403638508
The Aeneid(-)	3633.739744430295,1850.105430763695
Mythology	2340.7008073071456,2056.6506675383575
The Three Theban(-)Plays	3353.2049635505064,1792.791211071119
The Moon(-)Is Down	1248.4055783875385,484.6578710308021
The Pastures of(-)Heaven	1096.738197319509,164.42305358332882
The Rest Is Noise: Listening(-)to the Twentieth Century	2565.9901366426066,2154.6464954198714
The Rebel: An Essay(-)on Man in Revolt	1092.0929681455616,2079.6484414368365
The Alchemist	410.44923585805464,2828.7145795713277
Steppenwolf: A(-)Novel	1002.0316031234779,2444.187090433724
Narcissus and(-)Goldmund	878.336119377676,2535.4231087288435
Pride and(-)Prejudice	2928.3571598748085,1114.04079552667
Wide Sargasso Sea:(-)A Novel	2196.6781182619684,1392.09346380425
Emma	3041.7153011945998,937.8863258739316
Great Expectations(-)	2694.5918244287095,1330.9446061544727
Favorite Jane Austen Novels: Pride and Prejudice,(-)Sense and Sensibility and Persuasion	3149.431726299937,1000.6369079882978
The Host:(-)A Novel	3333.0244682538573,715.0864244038056
The Eternal Husband and(-)Other Stories	2475.2743976030674,965.6647176381656
Stone Cold	2327.9421086052967,531.5468791269935
People of the Book:(-)A Novel	2428.250758000072,912.8662907270642
Playing for(-)Pizza	2284.5865632175296,666.8548445693015
A Place(-)Called Freedom	2674.7356572222516,210.3994487484901
Night Over(-)Water	2590.7713975179427,30.0
The Man From(-)St. Petersburg	2615.0505350305684,135.28319562022017
On My Own: The Art of(-)Being a Woman Alone	2820.636502854625,770.4553710151359
A New Earth: Awakening to(-)Your Life's Purpose	2880.8971751831573,774.8789891700875
Happy for No Reason: 7 Steps to(-)Being Happy from the Inside Out	2827.461616943925,771.1951628938594
The Self-esteem Companion: Simple Exercises to Help You Challenge(-)Your Inner Critic & Celebrate Your Personal Strengths	2849.627785692743,802.8414816969312
Three Cups of Tea: One Man's Mission to Promote Peace(-). . . One School at a Time	2595.5213810407445,1081.0932884569338
A Writer's Workbook: Daily Exercises(-)for the Writing Life	2764.378741595325,907.7347419841235
Stern Men:(-)A Novel	2411.9849421112604,1270.2429710287552
Still Life with Chickens: Starting Over(-)in a House by the Sea	2576.3435417998135,1389.1193089481926
Into the(-)Wild	2716.1531123073946,1083.304182262163
The Book of Laughter(-)and Forgetting	1615.218455477941,1171.5045420883494
A Heartbreaking Work of(-)Staggering Genius	1591.0373021089033,1185.706451848941
The Unbearable Lightness of(-)Being	1623.6503350477994,1150.1206465620548
Of Love and Other(-)Demons	1888.0800596484803,809.7285768305954
The Autumn of the(-)Patriarch	1825.3943098246104,635.3152692601017
Snow Flower and the(-)Secret Fan: A Novel	2496.7125803154813,978.0724991100363
Suite Francaise	2495.7305728017354,859.359242435767
The Thirteenth Tale:(-)A Novel	2435.450458706542,1087.420699570905
The Memory(-)Keeper's Daughter	2572.1719251726945,795.9323812015563
Girl, Interrupted	1921.4092816087953,505.0582566953749
The Bell(-)Jar	1708.2196708163992,680.0543203450169
The Virgin(-)Suicides	2097.02301294021,543.6822705045491
Prozac Nation(-)	1926.1963542687265,549.2847504663577
The Perks of Being(-)a Wallflower	2121.147773790118,555.4636716072065
The Constant(-)Princess	582.2317702560621,1811.3864696482433
The Queen's Fool: A(-)Novel	618.1793279674241,1732.9922547230385
The Virgin's(-)Lover	548.9513396581673,1755.0514812349475
The Six Wives of(-)Henry VIII	819.8768351897646,1672.8844393104036
Katherine	619.2212885602457,1713.708955404108
The Gathering(-)	2394.3139979140096,1603.4266824006313
Divisadero	2231.2544190853396,1564.1523241904647
Bridge of Sighs: A(-)Novel	2463.272617211425,1468.1408210147115
Blood Meridian: Or the Evening(-)Redness in the West	543.4684500871956,1178.5230393781658
All the(-)Pretty Horses	560.1180919871483,1176.8306191524484
The Border Trilogy: All the Pretty Horses, the(-)Crossing, Cities of the Plain	572.6064694392271,1149.5731228864574
Oil!	792.997988153611,1160.0587472071998
Suttree	581.6666904300687,1114.8122941932365
Being and(-)Time	1539.7621928830654,2733.77700213787
Existentialism And Human(-)Emotions	1265.6826512985187,2267.828431418708
Wiesel's Night(-)	1936.7413298647893,1455.6404988463369
Chinua Achebe's Things Fall(-)Apart	1560.0608410615769,1917.283017496497
Achebe's Things Fall Apart:(-)A Reader's Guide	1456.8132704793804,2025.7398478721643
Spark Notes Things(-)Fall Apart	1543.8260312662944,1709.8915701896922
Chinua Achebe's Things Fall(-)Apart: A Casebook	1484.3161193373883,2053.118973262641
One Day in the Life(-)of Ivan Denisovich	2138.8036961684347,2555.8191864691225
Rosencrantz & Guildenstern(-)Are Dead	1927.6463231235298,1714.9830210107393
Grendel	2426.7150976820853,1678.4319991031334
King Lear(-)	1936.567326988161,1156.7887409202085
The Merchant of(-)Venice	1822.4313524559213,1202.557917006543
Macbeth_	1470.6116906825869,1444.5036028230998
The Tempest_(-)	1490.7478806939241,1237.0555482043537
Henry IV, Part(-)1	1995.2718442442258,1176.0161063169435
13 by Shanley: Thirteen(-)Plays	1045.5282304105424,1836.775301417078
Angels in America:  A Gay Fantasia on National Themes:(-)Part One: Millennium Approaches Part Two:  Perestroika	1048.058280726619,1486.5097021764755
Doubt	1326.4058301688658,1466.922205546662
The Seafarer	1385.3348624132855,1754.6610567078542
Rock 'n' Roll: A(-)New Play	1421.5191402970324,1723.5611125935848
Dead Man's(-)Cell Phone	1263.4910177175072,1854.8823814757225
Rabbit Hole	1324.365820542338,1702.3185933811542
Sarah Kane:(-)Complete Plays	1161.9100621502168,1843.8652071624197
Oleanna	975.6746523071596,1600.740828262999
Sexual Perversity in Chicago and the(-)Duck Variations: Two Plays	827.956991495931,1778.8066271954908
How I Learned(-)to Drive	1482.9467667950278,1546.6590138735546
Anna In(-)The Tropics	1308.703949905435,1642.0306560947993
Down These(-)Mean Streets	2006.9469221572062,1137.2883451040825
The Lost(-)Symbol	1791.9000180196056,1925.075557391851
The Scarecrow	1685.416311418895,1829.2617673903856
The Gate(-)House	1512.7953406770416,1505.451295316106
Heat Lightning(-)	1332.0892413486456,1468.9613376794364
Extreme Measures: A(-)Thriller	1266.196266734647,1667.5174752801663
Bones	1257.348501837949,1648.8534687731908
The Book(-)Thief	2298.5235901280516,1210.6818546088289
Man Gone Down:(-)A Novel	2328.0649422253496,1852.2547448902546
Little Heathens: Hard Times and High Spirits on(-)an Iowa Farm During the Great Depression	2595.2471442653564,1722.7998514036667
The Kite(-)Runner	2546.321748483524,1374.0663182149406
Midnight's Children:(-)A Novel	2008.838393128837,2173.4244284441675
Rescuing Sprite: A Dog Lover's Story(-)of Joy and Anguish	2482.435925709476,3262.1653299357818
Ralph Ellison's Invisible Man:(-)A Casebook	871.0687294033185,1292.7711339851007
Ralph Ellison: A(-)Biography	927.8544655521353,1376.8219578772841
New Essays on Invisible(-)Man	675.3555259778483,1218.9101112796775
A Historical Guide to(-)Ralph Ellison	702.8191016984359,1310.7517419724045
Spark Notes The Grapes(-)of Wrath	1346.997760454385,687.0662042269164
The Old Man and(-)The Sea	1666.7882780140874,708.1445886346838
For Whom the(-)Bell Tolls	1600.99467516426,675.3745910503573
A Moveable(-)Feast	1764.843851385729,446.48238103653216
The Portable Harlem Renaissance(-)Reader	1114.358383447618,681.3421619345985
Passing:	1181.2181415285618,1022.2857502308067
Home To(-)Harlem	1101.3158876321027,602.5644207119572
The Blacker the(-)Berry	1027.0875379546328,688.7193307244735
I Love Myself When I Am Laughing... And(-)Then Again: A Zora Neale Hurston Reader	877.8529440064855,886.9533682767433
Zora Neale Hurston: A(-)Literary Biography	723.7576636851836,731.2300333795671
Mules and(-)Men	937.7031430832736,725.9949269710056
Zora Neale Hurston : Novels and Stories : Jonah's Gourd Vine / Their Eyes Were Watching(-)God / Moses, Man of the Mountain / Seraph on the Suwanee / Selected Stories	765.0287979255979,932.2128981162919
Tell My Horse: Voodoo and Life(-)in Haiti and Jamaica	983.621159817015,922.8673256991136
The Iliad(-)of Homer	3761.2600512297577,1701.3371156380963
Twelfth Night_(-)	1398.8837195797437,1317.1792205262732
The Canterbury(-)Tales	3134.251619615789,1800.0458980003377
Olivier Messiaen: Quartet for(-)the End of Time	2585.8623283154684,2086.8887069616335
The Nine: Inside the Secret World(-)of the Supreme Court	2480.8956980494872,2079.943154354562
This Is Your Brain on Music:(-)The Science of a Human Obsession	2556.791098581568,2447.795608437519
Resistance, Rebellion, and(-)Death: Essays	1065.9361725072072,2097.245604240023
Warrior of the Light:(-)A Manual	229.3818055259924,2995.050269138119
The Pilgrimage(-)	285.60699117323315,2774.870603911766
By the River Piedra I Sat Down and(-)Wept: A Novel of Forgiveness	30.0,2896.4734535064217
The Witch of Portobello:(-)A Novel	217.50922769467957,2954.5457347929973
Veronika Decides to Die: A(-)Novel of Redemption	322.66088579126347,3000.0589364280404
The Glass Bead(-)Game:	951.6837794389393,2579.937134884136
Demian	924.1624845120815,2406.651379102189
Narcissus and Goldmund:(-)A Novel	913.8507989196648,2550.5120912656603
The Journey to(-)the East	782.7617951323276,2886.3928896084385
Beneath the(-)Wheel	867.6904315513611,2497.5981321858417
Pride &(-)Prejudice	3063.196231526232,969.4311675710145
Sense and(-)Sensibility	3030.8673856774044,938.7019883420098
Persuasion	3080.3263679082133,1039.3087700332762
Bronte's Wuthering(-)Heights	2874.833302636485,1071.0213654927866
A Tale of Two(-)Cities	2606.4054922974983,1406.7483652478495
CliffsNotes Jane(-)Eyre	2660.611928969699,1100.9211903966407
A Passage(-)to India	2239.9957292199592,1874.9140735724482
White Teeth:(-)A Novel	2082.9180358109097,1844.250096378718
Northanger Abbey(-)	3148.604845334192,865.6772716065165
Mansfield Park(-)	3122.782659621256,840.7481760471348
Oliver Twist(-)	2711.1954231363916,1330.8881150146458
Twilight	3558.9092344043956,822.2641514726788
Pride and Prejudice -(-)The Special Edition	3216.5518290062782,1060.5432656903927
The Twilight Saga: The(-)Official Guide	3545.7446674457537,490.169920247601
Marked	3633.0628208532808,468.6254497877851
Twilight Soundtrack	3498.1103474704555,500.19030231497925
Twilight: The Complete Illustrated(-)Movie Companion	3536.545769557041,599.1052952150583
Betrayed	3836.391674940334,411.6037177653354
Run: A(-)Novel	2429.5585915064635,1287.285840386237
The Maytrees:(-)A Novel	2473.272259391607,1339.696885895749
Heidegger's Being And Time:(-)A Reader's Guide	1499.2217167040567,2746.442228736317
Phenomenology of(-)Perception	1466.1859347990455,2710.5752154504644
Introduction to(-)Metaphysics	1406.906793385361,2684.356034051772
Phenomenology of(-)Spirit	2053.9474969966977,2699.423053658987
Basic Writings	1439.2235638044658,2734.6413369801767
The Ethics(-)Of Ambiguity	1228.4943186110822,2451.13219773395
The Gulag Archipelago Volume 1: An(-)Experiment in Literary Investigation	2223.9048319906715,3042.9511151437277
Cancer Ward	2375.89233198144,2744.0831048600717
The Master(-)and Margarita	2421.4337269773446,1976.143304065129
Beowulf: A New Verse(-)Translation	2760.214472572125,1731.1935273093886
Twelfth Night(-)	2016.835903406977,1317.106848237357
The Winter's(-)Tale	1866.5378919433417,1384.589816211766
Twelfth Night: or, What(-)You Will	1914.5916163727265,1127.1799568223823
The Taming of the(-)Shrew	1645.9995380499797,1431.100928390394
Manchild in the(-)Promised Land	1616.2759659064204,1220.343510395543
Bodega Dreams:(-)A Novel	2061.450633523492,1539.7391724815416
Dreaming in(-)Cuban	2155.909553885831,1293.9007100329195
How the Garcia Girls(-)Lost Their Accents	2157.7160524091805,1301.24726979784
The Boy In the(-)Striped Pajamas	2420.931249568342,1423.182561640343
I Am(-)the Messenger	2297.781839284316,1240.3447957327649
A Thousand(-)Splendid Suns	2645.4522906405978,1337.921363099978
The Satanic Verses:(-)A Novel	2032.297854873016,2141.8858072806765
The Moor's(-)Last Sigh	1904.3044940399798,2366.2629301878706
Liberty and Tyranny: A(-)Conservative Manifesto	2768.822844893121,3645.8048804874043
My Grandfather's Son:(-)A Memoir	2467.19794798212,3476.597059008139
Men in Black: How the Supreme(-)Court Is Destroying America	2510.8653521733627,3492.000419535562
An Inconvenient Book: Real Solutions to(-)the World's Biggest Problems	2579.465204913202,3513.5501883517313
The Christmas(-)Sweater	2461.93869024095,3340.2012145902486
The Collected Essays of(-)Ralph Ellison	758.500059407662,1125.5897300961115
The Cambridge Companion to(-)Ralph Ellison	740.0616552835462,1346.3139008581948
Juneteenth: A(-)Novel	849.5132172482757,1263.5506501344398
Flying Home: and(-)Other Stories	1109.2632155335073,1039.693680674763
Ralph Ellison: Emergence(-)of Genius	784.6682119815847,1400.8188026339344
Steinbeck's the Grapes of(-)Wrath	1337.7803121015386,674.8295111216662
Spark Notes The(-)Great Gatsby	1476.1466002047068,706.1470867723054
Brave New World and(-)Brave New World Revisited	2106.060931726435,1702.5135447148791
Frankenstein	2596.8535671837176,1648.1663104105055
The Complete Short Stories of Ernest(-)Hemingway: The Finca Vigia Edition	1569.8325339393587,555.9110823727772
To Have and(-)Have Not	1879.9477445369992,565.2217574084718
The Oresteia: Agamemnon; The Libation(-)Bearers; The Eumenides	3317.283247297312,1720.1263340076152
The Histories(-)	3977.62268487058,1559.2237226193952
The Divine(-)Comedy	3437.755412742657,2131.0340712143934
The Inferno(-)	3505.811688271555,2288.050125137718
Livy: The Early History of(-)Rome, Books I-V	4224.344259169069,1497.7903460400585
The Annals of Imperial(-)Rome	4114.571963071548,1645.7268455516069
Metamorphoses	3526.407118893913,2108.6331220640695
The Epic of Gilgamesh: An English(-)Verison with an Introduction	2945.4178679189404,2134.899777670675
Theogony, Works and(-)Days	3384.3959973437372,1983.4887729787092
Mythology: Timeless Tales of(-)Gods and Heroes	2543.2930642579913,2368.973185680326
How to Read Literature Like a Professor: A Lively(-)and Entertaining Guide to Reading Between the Lines	1520.5949695152947,2094.9406550982176
Plato: Republic	3809.0238843617394,2572.0841943816595
The Trial and Death(-)of Socrates	3652.2678529687046,2202.0941019632082
The Odyssey(-)of Homer	3789.974896194836,1589.9740066290833
Aeschylus I: Oresteia: Agamemnon, The Libation(-)Bearers, The Eumenides	3852.852766413253,1556.3995881251485
Sophocles I: Oedipus The King, Oedipus(-)at Colonus, Antigone	3966.2494837602353,1415.140130110287
The History of the Peloponnesian(-)War: Revised Edition	3936.3419064297505,1778.588460888815
Legacy of Ashes: The(-)History of the CIA	2463.6172731073793,2056.3797078216335
The Age of Turbulence: Adventures(-)in a New World	2503.839770036943,2041.7571193058084
The Coldest Winter: America(-)and the Korean War	2490.803152826044,2151.5816621923004
The Brethren: Inside the(-)Supreme Court	2474.575623147233,2092.3571627973433
American Creation: Triumphs and Tragedies in(-)the Founding of the Republic	2536.975827378473,2097.2995451244133
